00TI               20241203                                                                                   
0601TIS6N       20250101005045100000005000 0600000000001950   
0601TIS6N       20250101005050100000005000 0600000000001950   
0601TIS6N       20250101005055100000005000 0600000000001950   
0601TIS6N       20250101005060100000005000 0600000000001950   
0601TIS6N       20250101005065100000005000 0600000000001950   
0601TIS6N       20250101005070100000005000 0600000000001950   
0601TIS6N       20250101005075100000005000 0600000000001950   
0601TIS6N       20250101005080100000005000 0600000000001960   
0601TIS6N       20250101005085100000005000 0600000000001960   
0601TIS6N       20250101005090100000005000 0600000000001960   
0601TIS6N       20250101005095100000005000 0600000000001960   
0601TIS6N       20250101005100100000005000 0600000000001960   
0601TIS6N       20250101005105100000005000 0600000000001960   
0601TIS6N       20250101005110100000005000 0600000000001960   
0601TIS6N       20250101005115100000005000 0600000000001960   
0601TIS6N       20250101005120100000005000 0600000000001960   
0601TIS6N       20250101005125100000005000 0600000000001960   
0601TIS6N       20250101005130100000005000 0600000000001960   
0601TIS6N       20250101005135100000005000 0600000000001960   
0601TIS6N       20250101005140100000005000 0600000000001960   
0601TIS6N       20250101005145100000005000 0600000000001960   
0601TIS6N       20250101005150100000005000 0600000000001960   
0601TIS6N       20250101005155100000005000 0600000000001960   
0601TIS6N       20250101005160100000005000 0600000000001960   
0601TIS6N       20250101005165100000005000 0600000000001960   
0601TIS6N       20250101005170100000005000 0600000000001960   
0601TIS6N       20250101005175100000005000 0600000000001970   
0601TIS6N       20250101005180100000005000 0600000000001970   
0601TIS6N       20250101005185100000005000 0600000000001970   
0601TIS6N       20250101005190100000005000 0600000000001970   
0601TIS6N       20250101005195100000005000 0600000000001970   
0601TIS6N       20250101005200100000005000 0600000000001970   
0601TIS6N       20250101005205100000005000 0600000000001970   
0601TIS6N       20250101005210100000005000 0600000000001970   
0601TIS6N       20250101005215100000005000 0600000000001970   
0601TIS6N       20250101005220100000005000 0600000000001970   
0601TIS6N       20250101005225100000005000 0600000000001980   
0601TIS6N       20250101005230100000005000 0600000000001980   
0601TIS6N       20250101005235100000005000 0600000000001980   
0601TIS6N       20250101005240100000005000 0600000000001980   
0601TIS6N       20250101005245100000005000 0600000000001980   
0601TIS6N       20250101005250100000005000 0600000000001980   
0601TIS6N       20250101005255100000005000 0600000000001980   
0601TIS6N       20250101005260100000005000 0600000000001980   
0601TIS6N       20250101005265100000005000 0600000000001980   
0601TIS6N       20250101005270100000005000 0600000000001980   
0601TIS6N       20250101005275100000005000 0600000000001990   
0601TIS6N       20250101005280100000005000 0600000000001990   
0601TIS6N       20250101005285100000005000 0600000000001990   
0601TIS6N       20250101005290100000005000 0600000000001990   
0601TIS6N       20250101005295100000005000 0600000000001990   
0601TIS6N       20250101005300100000005000 0600000000001990   
0601TIS6N       20250101005305100000005000 0600000000001990   
0601TIS6N       20250101005310100000005000 0600000000001990   
0601TIS6N       20250101005315100000005000 0600000000001990   
0601TIS6N       20250101005320100000005000 0600000000001990   
0601TIS6N       20250101005325100000005000 0600000000001990   
0601TIS6N       20250101005330100000005000 0600000000002000   
0601TIS6N       20250101005335100000005000 0600000000002000   
0601TIS6N       20250101005340100000005000 0600000000002000   
0601TIS6N       20250101005345100000005000 0600000000002000   
0601TIS6N       20250101005350100000005000 0600000000002000   
0601TIS6N       20250101005355100000005000 0600000000002000   
0601TIS6N       20250101005360100000005000 0600000000002000   
0601TIS6N       20250101005365100000005000 0600000000002000   
0601TIS6N       20250101005370100000005000 0600000000002000   
0601TIS6N       20250101005375100000005000 0600000000002000   
0601TIS6N       20250101005380100000005000 0600000000002000   
0601TIS6N       20250101005385100000005000 0600000000002000   
0601TIS6N       20250101005390100000005000 0600000000002000   
0601TIS6N       20250101005395100000005000 0600000000002000   
0601TIS6N       20250101005400100000005000 0600000000002000   
0601TIS6N       20250101005405100000005000 0600000000002000   
0601TIS6N       20250101005410100000005000 0600000000002000   
0601TIS6N       20250101005415100000005000 0600000000002000   
0601TIS6N       20250101005420100000005000 0600000000002000   
0601TIS6N       20250101005425100000005000 0600000000002000   
0601TIS6N       20250101005430100000005000 0600000000002000   
0601TIS6N       20250101005435100000005000 0600000000002010   
0601TIS6N       20250101005440100000005000 0600000000002010   
0601TIS6N       20250101005445100000005000 0600000000002010   
0601TIS6N       20250101005450100000005000 0600000000002010   
0601TIS6N       20250101005455100000005000 0600000000002010   
0601TIS6N       20250101005460100000005000 0600000000002010   
0601TIS6N       20250101005465100000005000 0600000000002010   
0601TIS6N       20250101005470100000005000 0600000000002010   
0601TIS6N       20250101005475100000005000 0600000000002010   
0601TIS6N       20250101005480100000005000 0600000000002010   
0601TIS6N       20250101005485100000005000 0600000000002010   
0601TIS6N       20250101005490100000005000 0600000000002020   
0601TIS6N       20250101005495100000005000 0600000000002020   
0601TIS6N       20250101005500100000005000 0600000000002020   
0601TIS6N       20250101005505100000005000 0600000000002020   
0601TIS6N       20250101005510100000005000 0600000000002020   
0601TIS6N       20250101005515100000005000 0600000000002020   
0601TIS6N       20250101005520100000005000 0600000000002020   
0601TIS6N       20250101005525100000005000 0600000000002020   
0601TIS6N       20250101005530100000005000 0600000000002020   
0601TIS6N       20250101005535100000005000 0600000000002020   
0601TIS6N       20250101005540100000005000 0600000000002020   
0601TIS6N       20250101005545100000005000 0600000000002030   
0601TIS6N       20250101005550100000005000 0600000000002030   
0601TIS6N       20250101005555100000005000 0600000000002030   
0601TIS6N       20250101005560100000005000 0600000000002030   
0601TIS6N       20250101005565100000005000 0600000000002030   
0601TIS6N       20250101005570100000005000 0600000000002030   
0601TIS6N       20250101005575100000005000 0600000000002030   
0601TIS6N       20250101005580100000005000 0600000000002030   
0601TIS6N       20250101005585100000005000 0600000000002030   
0601TIS6N       20250101005590100000005000 0600000000002030   
0601TIS6N       20250101005595100000005000 0600000000002030   
0601TIS6N       20250101005600100000005000 0600000000002040   
0601TIS6N       20250101005605100000005000 0600000000002040   
0601TIS6N       20250101005610100000005000 0600000000002040   
0601TIS6N       20250101005615100000005000 0600000000002040   
0601TIS6N       20250101005620100000005000 0600000000002040   
0601TIS6N       20250101005625100000005000 0600000000002040   
0601TIS6N       20250101005630100000005000 0600000000002040   
0601TIS6N       20250101005635100000005000 0600000000002040   
0601TIS6N       20250101005640100000005000 0600000000002040   
0601TIS6N       20250101005645100000005000 0600000000002040   
0601TIS6N       20250101005650100000005000 0600000000002040   
0601TIS6N       20250101005655100000005000 0600000000002040   
0601TIS6N       20250101005660100000005000 0600000000002040   
0601TIS6N       20250101005665100000005000 0600000000002040   
0601TIS6N       20250101005670100000005000 0600000000002040   
0601TIS6N       20250101005675100000005000 0600000000002040   
0601TIS6N       20250101005680100000005000 0600000000002040   
0601TIS6N       20250101005685100000005000 0600000000002040   
0601TIS6N       20250101005690100000005000 0600000000002040   
0601TIS6N       20250101005695100000005000 0600000000002040   
0601TIS6N       20250101005700100000005000 0600000000002040   
0601TIS6N       20250101005705100000005000 0600000000002040   
0601TIS6N       20250101005710100000005000 0600000000002040   
0601TIS6N       20250101005715100000005000 0600000000002040   
0601TIS6N       20250101005720100000005000 0600000000002050   
0601TIS6N       20250101005725100000005000 0600000000002050   
0601TIS6N       20250101005730100000005000 0600000000002050   
0601TIS6N       20250101005735100000005000 0600000000002050   
0601TIS6N       20250101005740100000005000 0600000000002050   
0601TIS6N       20250101005745100000005000 0600000000002050   
0601TIS6N       20250101005750100000005000 0600000000002050   
0601TIS6N       20250101005755100000005000 0600000000002050   
0601TIS6N       20250101005760100000005000 0600000000002050   
0601TIS6N       20250101005765100000005000 0600000000002050   
0601TIS6N       20250101005770100000005000 0600000000002050   
0601TIS6N       20250101005775100000005000 0600000000002050   
0601TIS6N       20250101005780100000005000 0600000000002060   
0601TIS6N       20250101005785100000005000 0600000000002060   
0601TIS6N       20250101005790100000005000 0600000000002060   
0601TIS6N       20250101005795100000005000 0600000000002060   
0601TIS6N       20250101005800100000005000 0600000000002060   
0601TIS6N       20250101005805100000005000 0600000000002060   
0601TIS6N       20250101005810100000005000 0600000000002060   
0601TIS6N       20250101005815100000005000 0600000000002060   
0601TIS6N       20250101005820100000005000 0600000000002060   
0601TIS6N       20250101005825100000005000 0600000000002060   
0601TIS6N       20250101005830100000005000 0600000000002060   
0601TIS6N       20250101005835100000005000 0600000000002060   
0601TIS6N       20250101005840100000005000 0600000000002070   
0601TIS6N       20250101005845100000005000 0600000000002070   
0601TIS6N       20250101005850100000005000 0600000000002070   
0601TIS6N       20250101005855100000005000 0600000000002070   
0601TIS6N       20250101005860100000005000 0600000000002070   
0601TIS6N       20250101005865100000005000 0600000000002070   
0601TIS6N       20250101005870100000005000 0600000000002070   
0601TIS6N       20250101005875100000005000 0600000000002070   
0601TIS6N       20250101005880100000005000 0600000000002070   
0601TIS6N       20250101005885100000005000 0600000000002070   
0601TIS6N       20250101005890100000005000 0600000000002070   
0601TIS6N       20250101005895100000005000 0600000000002070   
0601TIS6N       20250101005900100000005000 0600000000002070   
0601TIS6N       20250101005905100000005000 0600000000002080   
0601TIS6N       20250101005910100000005000 0600000000002080   
0601TIS6N       20250101005915100000005000 0600000000002080   
0601TIS6N       20250101005920100000005000 0600000000002080   
0601TIS6N       20250101005925100000005000 0600000000002080   
0601TIS6N       20250101005930100000005000 0600000000002080   
