00BE               20231130                                                                                   
0601BEA1N       20240101000420100000005000 0100000000000529   
0601BEA1N       20240101000425100000005000 0100000000000542   
0601BEA1N       20240101000430100000005000 0100000000000555   
0601BEA1N       20240101000435100000005000 0100000000000572   
0601BEA1N       20240101000440100000005000 0100000000000588   
0601BEA1N       20240101000445100000005000 0100000000000603   
0601BEA1N       20240101000450100000005000 0100000000000615   
0601BEA1N       20240101000455100000005000 0100000000000627   
0601BEA1N       20240101000460100000005000 0100000000000645   
0601BEA1N       20240101000465100000005000 0100000000000656   
0601BEA1N       20240101000470100000005000 0100000000000667   
0601BEA1N       20240101000475100000005000 0100000000000677   
0601BEA1N       20240101000480100000005000 0100000000000694   
0601BEA1N       20240101000485100000005000 0100000000000704   
0601BEA1N       20240101000490100000005000 0100000000000714   
0601BEA1N       20240101000495100000005000 0100000000000724   
0601BEA1N       20240101000500100000005000 0100000000000740   
0601BEA1N       20240101000505100000005000 0100000000000749   
0601BEA1N       20240101000510100000005000 0100000000000761   
0601BEA1N       20240101000515100000005000 0100000000000770   
0601BEA1N       20240101000520100000005000 0100000000000782   
0601BEA1N       20240101000525100000005000 0100000000000794   
0601BEA1N       20240101000530100000005000 0100000000000802   
0601BEA1N       20240101000535100000005000 0100000000000816   
0601BEA1N       20240101000540100000005000 0100000000000824   
0601BEA1N       20240101000545100000005000 0100000000000832   
0601BEA1N       20240101000550100000005000 0100000000000839   
0601BEA1N       20240101000555100000005000 0100000000000854   
0601BEA1N       20240101000560100000005000 0100000000000863   
0601BEA1N       20240101000565100000005000 0100000000000873   
0601BEA1N       20240101000570100000005000 0100000000000882   
0601BEA1N       20240101000575100000005000 0100000000000894   
0601BEA1N       20240101000580100000005000 0100000000000903   
0601BEA1N       20240101000585100000005000 0100000000000912   
0601BEA1N       20240101000590100000005000 0100000000000921   
0601BEA1N       20240101000595100000005000 0100000000000935   
0601BEA1N       20240101000600100000005000 0100000000000943   
0601BEA1N       20240101000605100000005000 0100000000000952   
0601BEA1N       20240101000610100000005000 0100000000000960   
0601BEA1N       20240101000615100000005000 0100000000000968   
0601BEA1N       20240101000620100000005000 0100000000000975   
0601BEA1N       20240101000625100000005000 0100000000000986   
0601BEA1N       20240101000630100000005000 0100000000000993   
0601BEA1N       20240101000635100000005000 0100000000001001   
0601BEA1N       20240101000640100000005000 0100000000001008   
0601BEA1N       20240101000645100000005000 0100000000001015   
0601BEA1N       20240101000650100000005000 0100000000001022   
0601BEA1N       20240101000655100000005000 0100000000001029   
0601BEA1N       20240101000660100000005000 0100000000001036   
0601BEA1N       20240101000665100000005000 0100000000001043   
0601BEA1N       20240101000670100000005000 0100000000001050   
0601BEA1N       20240101000675100000005000 0100000000001056   
0601BEA1N       20240101000680100000005000 0100000000001063   
0601BEA1N       20240101000685100000005000 0100000000001069   
0601BEA1N       20240101000690100000005000 0100000000001075   
0601BEA1N       20240101000695100000005000 0100000000001082   
0601BEA1N       20240101000700100000005000 0100000000001088   
0601BEA1N       20240101000705100000005000 0100000000001094   
0601BEA1N       20240101000710100000005000 0100000000001100   
0601BEA1N       20240101000715100000005000 0100000000001106   
0601BEA1N       20240101000720100000005000 0100000000001112   
0601BEA1N       20240101000725100000005000 0100000000001118   
0601BEA1N       20240101000730100000005000 0100000000001124   
0601BEA1N       20240101000735100000005000 0100000000001130   
0601BEA1N       20240101000740100000005000 0100000000001135   
0601BEA1N       20240101000745100000005000 0100000000001141   
0601BEA1N       20240101000750100000005000 0100000000001146   
0601BEA1N       20240101000755100000005000 0100000000001152   
0601BEA1N       20240101000760100000005000 0100000000001157   
0601BEA1N       20240101000765100000005000 0100000000001162   
0601BEA1N       20240101000770100000005000 0100000000001168   
0601BEA1N       20240101000775100000005000 0100000000001173   
0601BEA1N       20240101000780100000005000 0100000000001178   
0601BEA1N       20240101000785100000005000 0100000000001183   
0601BEA1N       20240101000790100000005000 0100000000001188   
0601BEA1N       20240101000795100000005000 0100000000001193   
0601BEA1N       20240101000800100000005000 0100000000001198   
0601BEA1N       20240101000805100000005000 0100000000001202   
0601BEA1N       20240101000810100000005000 0100000000001208   
0601BEA1N       20240101000815100000005000 0100000000001214   
0601BEA1N       20240101000820100000005000 0100000000001219   
0601BEA1N       20240101000825100000005000 0100000000001225   
0601BEA1N       20240101000830100000005000 0100000000001231   
0601BEA1N       20240101000835100000005000 0100000000001237   
0601BEA1N       20240101000840100000005000 0100000000001242   
0601BEA1N       20240101000845100000005000 0100000000001248   
0601BEA1N       20240101000850100000005000 0100000000001253   
0601BEA1N       20240101000855100000005000 0100000000001259   
0601BEA1N       20240101000860100000005000 0100000000001264   
0601BEA1N       20240101000865100000005000 0100000000001269   
0601BEA1N       20240101000870100000005000 0100000000001275   
0601BEA1N       20240101000875100000005000 0100000000001280   
0601BEA1N       20240101000880100000005000 0100000000001285   
0601BEA1N       20240101000885100000005000 0100000000001292   
0601BEA1N       20240101000890100000005000 0100000000001298   
0601BEA1N       20240101000895100000005000 0100000000001304   
0601BEA1N       20240101000900100000005000 0100000000001311   
0601BEA1N       20240101000905100000005000 0100000000001317   
0601BEA1N       20240101000910100000005000 0100000000001323   
0601BEA1N       20240101000915100000005000 0100000000001329   
0601BEA1N       20240101000920100000005000 0100000000001335   
0601BEA1N       20240101000925100000005000 0100000000001341   
0601BEA1N       20240101000930100000005000 0100000000001347   
0601BEA1N       20240101000935100000005000 0100000000001352   
0601BEA1N       20240101000940100000005000 0100000000001360   
0601BEA1N       20240101000945100000005000 0100000000001366   
0601BEA1N       20240101000950100000005000 0100000000001372   
0601BEA1N       20240101000955100000005000 0100000000001378   
0601BEA1N       20240101000960100000005000 0100000000001384   
0601BEA1N       20240101000965100000005000 0100000000001389   
0601BEA1N       20240101000970100000005000 0100000000001395   
0601BEA1N       20240101000975100000005000 0100000000001401   
0601BEA1N       20240101000980100000005000 0100000000001406   
0601BEA1N       20240101000985100000005000 0100000000001412   
0601BEA1N       20240101000990100000005000 0100000000001417   
0601BEA1N       20240101000995100000005000 0100000000001422   
0601BEA1N       20240101001000100000005000 0100000000001428   
0601BEA1N       20240101001005100000005000 0100000000001433   
0601BEA1N       20240101001010100000005000 0100000000001438   
0601BEA1N       20240101001015100000005000 0100000000001443   
0601BEA1N       20240101001020100000005000 0100000000001448   
0601BEA1N       20240101001025100000005000 0100000000001453   
0601BEA1N       20240101001030100000005000 0100000000001458   
0601BEA1N       20240101001035100000005000 0100000000001463   
0601BEA1N       20240101001040100000005000 0100000000001468   
0601BEA1N       20240101001045100000005000 0100000000001473   
0601BEA1N       20240101001050100000005000 0100000000001478   
0601BEA1N       20240101001055100000005000 0100000000001483   
0601BEA1N       20240101001060100000005000 0100000000001487   
0601BEA1N       20240101001065100000005000 0100000000001492   
0601BEA1N       20240101001070100000005000 0100000000001497   
0601BEA1N       20240101001075100000005000 0100000000001502   
0601BEA1N       20240101001080100000005000 0100000000001508   
0601BEA1N       20240101001085100000005000 0100000000001513   
0601BEA1N       20240101001090100000005000 0100000000001519   
0601BEA1N       20240101001095100000005000 0100000000001524   
0601BEA1N       20240101001100100000005000 0100000000001530   
0601BEA1N       20240101001105100000005000 0100000000001535   
0601BEA1N       20240101001110100000005000 0100000000001540   
0601BEA1N       20240101001115100000005000 0100000000001546   
0601BEA1N       20240101001120100000005000 0100000000001551   
0601BEA1N       20240101001125100000005000 0100000000001558   
0601BEA1N       20240101001130100000005000 0100000000001564   
0601BEA1N       20240101001135100000005000 0100000000001569   
0601BEA1N       20240101001140100000005000 0100000000001574   
0601BEA1N       20240101001145100000005000 0100000000001579   
0601BEA1N       20240101001150100000005000 0100000000001586   
0601BEA1N       20240101001155100000005000 0100000000001591   
0601BEA1N       20240101001160100000005000 0100000000001596   
0601BEA1N       20240101001165100000005000 0100000000001601   
0601BEA1N       20240101001170100000005000 0100000000001605   
0601BEA1N       20240101001175100000005000 0100000000001612   
0601BEA1N       20240101001180100000005000 0100000000001617   
0601BEA1N       20240101001185100000005000 0100000000001621   
0601BEA1N       20240101001190100000005000 0100000000001626   
0601BEA1N       20240101001195100000005000 0100000000001631   
0601BEA1N       20240101001200100000005000 0100000000001638   
0601BEA1N       20240101001205100000005000 0100000000001643   
0601BEA1N       20240101001210100000005000 0100000000001648   
0601BEA1N       20240101001215100000005000 0100000000001654   
0601BEA1N       20240101001220100000005000 0100000000001659   
0601BEA1N       20240101001225100000005000 0100000000001666   
0601BEA1N       20240101001230100000005000 0100000000001671   
0601BEA1N       20240101001235100000005000 0100000000001676   
0601BEA1N       20240101001240100000005000 0100000000001681   
0601BEA1N       20240101001245100000005000 0100000000001688   
0601BEA1N       20240101001250100000005000 0100000000001693   
0601BEA1N       20240101001255100000005000 0100000000001698   
0601BEA1N       20240101001260100000005000 0100000000001705   
0601BEA1N       20240101001265100000005000 0100000000001709   
0601BEA1N       20240101001270100000005000 0100000000001714   
0601BEA1N       20240101001275100000005000 0100000000001721   
0601BEA1N       20240101001280100000005000 0100000000001726   
0601BEA1N       20240101001285100000005000 0100000000001730   
0601BEA1N       20240101001290100000005000 0100000000001737   
0601BEA1N       20240101001295100000005000 0100000000001741   
0601BEA1N       20240101001300100000005000 0100000000001746   
0601BEA1N       20240101001305100000005000 0100000000001752   
